Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
182.33	0.087837	1237.4	0.00080818	-0.18142	-0.17830	-0.96900	42.295	75.603	1149.6	-0.26723	undefined	undefined	0.024294	2.6115	0.38292	14.931	16.411	90.017	25.545	34.993	211.93	44.590	undefined	undefined
182.54	0.088990	1236.7	0.00080858	-0.16541	-0.16225	-0.88125	42.282	75.607	1148.2	-0.26690	undefined	undefined	0.024243	2.6434	0.37831	14.935	16.417	89.942	25.569	35.028	212.01	44.444	undefined	undefined
182.75	0.090155	1236.1	0.00080899	-0.14941	-0.14620	-0.79360	42.269	75.612	1146.9	-0.26656	undefined	undefined	0.024192	2.6755	0.37377	14.939	16.422	89.867	25.592	35.063	212.09	44.299	undefined	undefined
182.97	0.091332	1235.5	0.00080940	-0.13340	-0.13014	-0.70604	42.256	75.617	1145.5	-0.26623	undefined	undefined	0.024141	2.7079	0.36929	14.944	16.428	89.792	25.616	35.097	212.17	44.154	undefined	undefined
183.18	0.092521	1234.9	0.00080980	-0.11739	-0.11409	-0.61858	42.243	75.622	1144.1	-0.26589	undefined	undefined	0.024090	2.7406	0.36488	14.948	16.434	89.718	25.639	35.132	212.24	44.010	undefined	undefined
183.39	0.093722	1234.2	0.00081021	-0.10138	-0.098034	-0.53121	42.230	75.627	1142.8	-0.26554	undefined	undefined	0.024039	2.7736	0.36054	14.952	16.439	89.644	25.663	35.168	212.32	43.867	undefined	undefined
183.60	0.094936	1233.6	0.00081062	-0.085365	-0.081978	-0.44395	42.217	75.632	1141.4	-0.26520	undefined	undefined	0.023988	2.8070	0.35626	14.956	16.445	89.570	25.686	35.203	212.40	43.723	undefined	undefined
183.81	0.096162	1233.0	0.00081103	-0.069352	-0.065920	-0.35678	42.204	75.637	1140.0	-0.26485	undefined	undefined	0.023937	2.8406	0.35204	14.960	16.450	89.496	25.710	35.238	212.48	43.581	undefined	undefined
184.03	0.097400	1232.4	0.00081144	-0.053339	-0.049861	-0.26970	42.192	75.642	1138.7	-0.26450	undefined	undefined	0.023887	2.8746	0.34788	14.965	16.456	89.423	25.734	35.274	212.56	43.439	undefined	undefined
184.24	0.098651	1231.8	0.00081185	-0.037325	-0.033800	-0.18272	42.179	75.648	1137.3	-0.26415	undefined	undefined	0.023836	2.9089	0.34378	14.969	16.461	89.350	25.758	35.310	212.63	43.297	undefined	undefined
184.45	0.099915	1231.1	0.00081226	-0.021310	-0.017738	-0.095834	42.166	75.653	1135.9	-0.26380	undefined	undefined	0.023785	2.9435	0.33974	14.973	16.467	89.277	25.782	35.345	212.71	43.156	undefined	undefined
184.66	0.10119	1230.5	0.00081267	-0.0052943	-0.0016749	-0.0090438	42.154	75.659	1134.6	-0.26345	undefined	undefined	0.023734	2.9784	0.33575	14.977	16.473	89.204	25.806	35.381	212.79	43.016	undefined	undefined
184.87	0.10248	1229.9	0.00081308	0.010723	0.014390	0.077653	42.141	75.665	1133.2	-0.26309	undefined	undefined	0.023683	3.0136	0.33183	14.981	16.478	89.132	25.830	35.418	212.86	42.876	undefined	undefined
185.09	0.10378	1229.3	0.00081350	0.026740	0.030456	0.16425	42.129	75.671	1131.8	-0.26273	undefined	undefined	0.023633	3.0492	0.32796	14.986	16.484	89.059	25.854	35.454	212.94	42.736	undefined	undefined
185.30	0.10510	1228.6	0.00081391	0.042759	0.046524	0.25076	42.116	75.678	1130.5	-0.26237	undefined	undefined	0.023582	3.0851	0.32414	14.990	16.489	88.987	25.878	35.490	213.02	42.597	undefined	undefined
185.51	0.10643	1228.0	0.00081432	0.058779	0.062593	0.33718	42.104	75.684	1129.1	-0.26200	undefined	undefined	0.023531	3.1213	0.32038	14.994	16.495	88.916	25.902	35.527	213.09	42.459	undefined	undefined
185.72	0.10777	1227.4	0.00081474	0.074800	0.078664	0.42350	42.091	75.690	1127.7	-0.26164	undefined	undefined	0.023481	3.1578	0.31667	14.998	16.500	88.844	25.926	35.563	213.17	42.321	undefined	undefined
185.93	0.10912	1226.8	0.00081515	0.090822	0.094737	0.50973	42.079	75.697	1126.4	-0.26127	undefined	undefined	0.023430	3.1947	0.31302	15.002	16.506	88.772	25.950	35.600	213.24	42.183	undefined	undefined
186.15	0.11049	1226.1	0.00081557	0.10685	0.11081	0.59587	42.067	75.704	1125.0	-0.26090	undefined	undefined	0.023379	3.2319	0.30942	15.007	16.511	88.701	25.975	35.637	213.32	42.047	undefined	undefined
186.36	0.11187	1225.5	0.00081599	0.12287	0.12689	0.68192	42.054	75.711	1123.6	-0.26053	undefined	undefined	0.023329	3.2694	0.30586	15.011	16.517	88.630	25.999	35.674	213.39	41.910	undefined	undefined
186.57	0.11327	1224.9	0.00081640	0.13889	0.14296	0.76787	42.042	75.718	1122.3	-0.26015	undefined	undefined	0.023278	3.3073	0.30236	15.015	16.522	88.560	26.024	35.712	213.46	41.774	undefined	undefined
186.78	0.11468	1224.3	0.00081682	0.15492	0.15904	0.85374	42.030	75.725	1120.9	-0.25977	undefined	undefined	0.023228	3.3455	0.29891	15.019	16.528	88.489	26.048	35.749	213.54	41.639	undefined	undefined
186.99	0.11610	1223.6	0.00081724	0.17095	0.17513	0.93951	42.018	75.732	1119.5	-0.25939	undefined	undefined	0.023177	3.3841	0.29550	15.023	16.533	88.419	26.073	35.787	213.61	41.504	undefined	undefined
187.21	0.11754	1223.0	0.00081766	0.18698	0.19121	1.0252	42.006	75.740	1118.2	-0.25901	undefined	undefined	0.023127	3.4230	0.29214	15.027	16.539	88.349	26.097	35.824	213.68	41.370	undefined	undefined
187.42	0.11899	1222.4	0.00081808	0.20301	0.20729	1.1108	41.994	75.747	1116.8	-0.25863	undefined	undefined	0.023076	3.4623	0.28883	15.031	16.544	88.279	26.122	35.862	213.76	41.236	undefined	undefined
187.63	0.12045	1221.7	0.00081850	0.21904	0.22338	1.1963	41.982	75.755	1115.5	-0.25824	undefined	undefined	0.023026	3.5019	0.28556	15.036	16.550	88.209	26.147	35.900	213.83	41.102	undefined	undefined
187.84	0.12193	1221.1	0.00081892	0.23507	0.23947	1.2817	41.970	75.763	1114.1	-0.25785	undefined	undefined	0.022975	3.5418	0.28234	15.040	16.555	88.139	26.172	35.938	213.90	40.969	undefined	undefined
188.05	0.12342	1220.5	0.00081934	0.25111	0.25556	1.3670	41.958	75.771	1112.7	-0.25746	undefined	undefined	0.022925	3.5821	0.27916	15.044	16.560	88.070	26.196	35.976	213.97	40.837	undefined	undefined
188.27	0.12493	1219.9	0.00081977	0.26714	0.27165	1.4523	41.947	75.779	1111.4	-0.25707	undefined	undefined	0.022874	3.6228	0.27603	15.048	16.566	88.001	26.221	36.015	214.04	40.705	undefined	undefined
188.48	0.12645	1219.2	0.00082019	0.28318	0.28775	1.5374	41.935	75.787	1110.0	-0.25668	undefined	undefined	0.022824	3.6638	0.27294	15.052	16.571	87.932	26.246	36.053	214.11	40.574	undefined	undefined
188.69	0.12799	1218.6	0.00082061	0.29922	0.30384	1.6225	41.923	75.796	1108.7	-0.25628	undefined	undefined	0.022774	3.7052	0.26989	15.056	16.577	87.863	26.271	36.092	214.19	40.443	undefined	undefined
188.90	0.12954	1218.0	0.00082104	0.31526	0.31994	1.7074	41.912	75.804	1107.3	-0.25588	undefined	undefined	0.022723	3.7469	0.26689	15.060	16.582	87.795	26.296	36.131	214.26	40.312	undefined	undefined
189.11	0.13111	1217.3	0.00082147	0.33130	0.33604	1.7923	41.900	75.813	1105.9	-0.25548	undefined	undefined	0.022673	3.7890	0.26392	15.064	16.587	87.727	26.321	36.170	214.33	40.183	undefined	undefined
189.33	0.13269	1216.7	0.00082189	0.34734	0.35214	1.8771	41.888	75.822	1104.6	-0.25507	undefined	undefined	0.022623	3.8315	0.26100	15.069	16.593	87.659	26.347	36.209	214.40	40.053	undefined	undefined
189.54	0.13428	1216.1	0.00082232	0.36339	0.36825	1.9618	41.877	75.831	1103.2	-0.25466	undefined	undefined	0.022572	3.8743	0.25811	15.073	16.598	87.591	26.372	36.248	214.46	39.924	undefined	undefined
189.75	0.13589	1215.4	0.00082275	0.37943	0.38436	2.0465	41.865	75.840	1101.8	-0.25425	undefined	undefined	0.022522	3.9175	0.25526	15.077	16.603	87.523	26.397	36.288	214.53	39.796	undefined	undefined
189.96	0.13752	1214.8	0.00082317	0.39548	0.40046	2.1310	41.854	75.849	1100.5	-0.25384	undefined	undefined	0.022472	3.9611	0.25246	15.081	16.609	87.456	26.422	36.327	214.60	39.668	undefined	undefined
190.17	0.13916	1214.2	0.00082360	0.41153	0.41658	2.2155	41.843	75.859	1099.1	-0.25343	undefined	undefined	0.022422	4.0050	0.24969	15.085	16.614	87.388	26.448	36.367	214.67	39.540	undefined	undefined
190.39	0.14082	1213.5	0.00082403	0.42758	0.43269	2.2998	41.831	75.868	1097.8	-0.25301	undefined	undefined	0.022372	4.0494	0.24695	15.089	16.620	87.321	26.473	36.407	214.74	39.413	undefined	undefined
190.60	0.14249	1212.9	0.00082446	0.44364	0.44881	2.3841	41.820	75.878	1096.4	-0.25259	undefined	undefined	0.022321	4.0941	0.24426	15.093	16.625	87.254	26.499	36.447	214.81	39.287	undefined	undefined
190.81	0.14417	1212.3	0.00082490	0.45969	0.46492	2.4683	41.809	75.888	1095.1	-0.25217	undefined	undefined	0.022271	4.1391	0.24160	15.097	16.630	87.188	26.524	36.487	214.87	39.161	undefined	undefined
191.02	0.14588	1211.6	0.00082533	0.47575	0.48104	2.5524	41.798	75.898	1093.7	-0.25175	undefined	undefined	0.022221	4.1846	0.23897	15.101	16.635	87.121	26.550	36.527	214.94	39.035	undefined	undefined
191.23	0.14760	1211.0	0.00082576	0.49180	0.49717	2.6365	41.787	75.908	1092.3	-0.25132	undefined	undefined	0.022171	4.2305	0.23638	15.105	16.641	87.055	26.575	36.567	215.01	38.910	undefined	undefined
191.45	0.14933	1210.4	0.00082619	0.50786	0.51329	2.7204	41.776	75.918	1091.0	-0.25089	undefined	undefined	0.022121	4.2767	0.23382	15.109	16.646	86.989	26.601	36.608	215.07	38.786	undefined	undefined
191.66	0.15108	1209.7	0.00082663	0.52392	0.52942	2.8043	41.765	75.929	1089.6	-0.25046	undefined	undefined	0.022071	4.3233	0.23130	15.113	16.651	86.923	26.627	36.648	215.14	38.662	undefined	undefined
191.87	0.15285	1209.1	0.00082706	0.53999	0.54555	2.8880	41.754	75.939	1088.3	-0.25003	undefined	undefined	0.022021	4.3704	0.22881	15.117	16.657	86.857	26.652	36.689	215.21	38.538	undefined	undefined
192.08	0.15463	1208.5	0.00082750	0.55605	0.56168	2.9717	41.743	75.950	1086.9	-0.24959	undefined	undefined	0.021971	4.4178	0.22636	15.121	16.662	86.792	26.678	36.730	215.27	38.415	undefined	undefined
192.29	0.15643	1207.8	0.00082793	0.57212	0.57782	3.0554	41.732	75.961	1085.5	-0.24916	undefined	undefined	0.021921	4.4656	0.22393	15.125	16.667	86.726	26.704	36.771	215.34	38.292	undefined	undefined
192.51	0.15824	1207.2	0.00082837	0.58819	0.59396	3.1389	41.721	75.972	1084.2	-0.24872	undefined	undefined	0.021871	4.5138	0.22154	15.129	16.672	86.661	26.730	36.813	215.40	38.170	undefined	undefined
192.72	0.16007	1206.5	0.00082881	0.60426	0.61010	3.2223	41.710	75.983	1082.8	-0.24827	undefined	undefined	0.021821	4.5624	0.21918	15.133	16.678	86.596	26.756	36.854	215.47	38.048	undefined	undefined
192.93	0.16192	1205.9	0.00082925	0.62033	0.62624	3.3057	41.699	75.994	1081.5	-0.24783	undefined	undefined	0.021771	4.6114	0.21685	15.137	16.683	86.531	26.782	36.896	215.53	37.927	undefined	undefined
193.14	0.16378	1205.3	0.00082969	0.63641	0.64239	3.3890	41.689	76.005	1080.1	-0.24738	undefined	undefined	0.021721	4.6609	0.21455	15.141	16.688	86.467	26.808	36.937	215.59	37.806	undefined	undefined
193.35	0.16566	1204.6	0.00083013	0.65248	0.65853	3.4722	41.678	76.017	1078.8	-0.24693	undefined	undefined	0.021672	4.7107	0.21228	15.145	16.693	86.402	26.834	36.979	215.66	37.686	undefined	undefined
193.57	0.16756	1204.0	0.00083057	0.66856	0.67469	3.5553	41.667	76.029	1077.4	-0.24647	undefined	undefined	0.021622	4.7609	0.21004	15.149	16.698	86.338	26.860	37.021	215.72	37.566	undefined	undefined
193.78	0.16947	1203.4	0.00083101	0.68464	0.69084	3.6384	41.657	76.040	1076.1	-0.24602	undefined	undefined	0.021572	4.8116	0.20783	15.153	16.704	86.274	26.886	37.063	215.78	37.447	undefined	undefined
193.99	0.17141	1202.7	0.00083145	0.70072	0.70700	3.7214	41.646	76.052	1074.7	-0.24556	undefined	undefined	0.021522	4.8626	0.20565	15.157	16.709	86.210	26.913	37.105	215.85	37.328	undefined	undefined
194.20	0.17335	1202.1	0.00083190	0.71681	0.72316	3.8042	41.636	76.064	1073.3	-0.24510	undefined	undefined	0.021473	4.9141	0.20349	15.161	16.714	86.146	26.939	37.148	215.91	37.210	undefined	undefined
194.41	0.17532	1201.4	0.00083234	0.73290	0.73932	3.8871	41.625	76.077	1072.0	-0.24464	undefined	undefined	0.021423	4.9660	0.20137	15.165	16.719	86.083	26.965	37.190	215.97	37.092	undefined	undefined
194.63	0.17730	1200.8	0.00083278	0.74898	0.75548	3.9698	41.615	76.089	1070.6	-0.24417	undefined	undefined	0.021373	5.0184	0.19927	15.169	16.724	86.019	26.992	37.233	216.03	36.974	undefined	undefined
194.84	0.17930	1200.1	0.00083323	0.76508	0.77165	4.0524	41.604	76.102	1069.3	-0.24370	undefined	undefined	0.021323	5.0711	0.19720	15.173	16.730	85.956	27.018	37.276	216.09	36.857	undefined	undefined
195.05	0.18132	1199.5	0.00083368	0.78117	0.78782	4.1350	41.594	76.114	1067.9	-0.24323	undefined	undefined	0.021274	5.1243	0.19515	15.177	16.735	85.893	27.045	37.319	216.15	36.741	undefined	undefined
195.26	0.18336	1198.9	0.00083412	0.79726	0.80400	4.2175	41.584	76.127	1066.6	-0.24276	undefined	undefined	0.021224	5.1779	0.19313	15.181	16.740	85.830	27.071	37.362	216.21	36.625	undefined	undefined
195.47	0.18541	1198.2	0.00083457	0.81336	0.82017	4.2999	41.574	76.140	1065.2	-0.24228	undefined	undefined	0.021175	5.2319	0.19113	15.185	16.745	85.768	27.098	37.405	216.27	36.509	undefined	undefined
195.68	0.18748	1197.6	0.00083502	0.82946	0.83635	4.3823	41.563	76.153	1063.9	-0.24180	undefined	undefined	0.021125	5.2864	0.18916	15.189	16.750	85.705	27.124	37.449	216.33	36.394	undefined	undefined
195.90	0.18957	1196.9	0.00083547	0.84557	0.85254	4.4645	41.553	76.166	1062.5	-0.24132	undefined	undefined	0.021075	5.3413	0.18722	15.193	16.755	85.643	27.151	37.492	216.39	36.279	undefined	undefined
196.11	0.19167	1196.3	0.00083592	0.86167	0.86872	4.5467	41.543	76.180	1061.1	-0.24083	undefined	undefined	0.021026	5.3967	0.18530	15.197	16.760	85.581	27.177	37.536	216.45	36.165	undefined	undefined
196.32	0.19380	1195.6	0.00083637	0.87778	0.88491	4.6288	41.533	76.193	1059.8	-0.24035	undefined	undefined	0.020976	5.4525	0.18340	15.201	16.765	85.519	27.204	37.580	216.51	36.051	undefined	undefined
196.53	0.19594	1195.0	0.00083682	0.89389	0.90110	4.7108	41.523	76.207	1058.4	-0.23986	undefined	undefined	0.020927	5.5087	0.18153	15.205	16.770	85.457	27.231	37.624	216.57	35.937	undefined	undefined
196.74	0.19810	1194.4	0.00083727	0.91000	0.91730	4.7928	41.513	76.221	1057.1	-0.23937	undefined	undefined	0.020877	5.5654	0.17968	15.209	16.775	85.395	27.258	37.668	216.63	35.825	undefined	undefined
196.96	0.20028	1193.7	0.00083773	0.92611	0.93350	4.8747	41.503	76.235	1055.7	-0.23887	undefined	undefined	0.020828	5.6225	0.17786	15.213	16.780	85.334	27.285	37.712	216.69	35.712	undefined	undefined
197.17	0.20248	1193.1	0.00083818	0.94223	0.94970	4.9565	41.493	76.249	1054.4	-0.23837	undefined	undefined	0.020779	5.6801	0.17605	15.217	16.785	85.272	27.312	37.757	216.74	35.600	undefined	undefined
197.38	0.20470	1192.4	0.00083864	0.95835	0.96590	5.0382	41.483	76.263	1053.0	-0.23787	undefined	undefined	0.020729	5.7381	0.17427	15.220	16.791	85.211	27.338	37.802	216.80	35.488	undefined	undefined
197.59	0.20694	1191.8	0.00083909	0.97447	0.98211	5.1199	41.473	76.278	1051.7	-0.23737	undefined	undefined	0.020680	5.7966	0.17252	15.224	16.796	85.150	27.365	37.846	216.86	35.377	undefined	undefined
197.80	0.20919	1191.1	0.00083955	0.99060	0.99833	5.2015	41.464	76.292	1050.3	-0.23686	undefined	undefined	0.020631	5.8555	0.17078	15.228	16.801	85.089	27.392	37.891	216.91	35.267	undefined	undefined
198.02	0.21146	1190.5	0.00084001	1.0067	1.0145	5.2830	41.454	76.307	1049.0	-0.23636	undefined	undefined	0.020581	5.9149	0.16906	15.232	16.806	85.029	27.419	37.936	216.97	35.156	undefined	undefined
198.23	0.21376	1189.8	0.00084047	1.0229	1.0308	5.3644	41.444	76.322	1047.6	-0.23584	undefined	undefined	0.020532	5.9748	0.16737	15.236	16.811	84.968	27.447	37.981	217.03	35.047	undefined	undefined
198.44	0.21607	1189.2	0.00084092	1.0390	1.0470	5.4458	41.435	76.337	1046.3	-0.23533	undefined	undefined	0.020483	6.0351	0.16570	15.240	16.816	84.908	27.474	38.027	217.08	34.937	undefined	undefined
198.65	0.21840	1188.5	0.00084138	1.0551	1.0632	5.5270	41.425	76.352	1044.9	-0.23481	undefined	undefined	0.020433	6.0959	0.16404	15.244	16.821	84.848	27.501	38.072	217.14	34.828	undefined	undefined
198.86	0.22075	1187.9	0.00084185	1.0713	1.0794	5.6083	41.415	76.367	1043.6	-0.23429	undefined	undefined	0.020384	6.1572	0.16241	15.248	16.825	84.788	27.528	38.118	217.19	34.720	undefined	undefined
199.08	0.22312	1187.2	0.00084231	1.0874	1.0957	5.6894	41.406	76.383	1042.2	-0.23377	undefined	undefined	0.020335	6.2190	0.16080	15.251	16.830	84.728	27.555	38.164	217.24	34.612	undefined	undefined
199.29	0.22551	1186.6	0.00084277	1.1035	1.1119	5.7705	41.396	76.398	1040.9	-0.23324	undefined	undefined	0.020286	6.2812	0.15921	15.255	16.835	84.668	27.583	38.210	217.30	34.504	undefined	undefined
199.50	0.22792	1185.9	0.00084323	1.1197	1.1281	5.8515	41.387	76.414	1039.5	-0.23272	undefined	undefined	0.020237	6.3439	0.15763	15.259	16.840	84.609	27.610	38.256	217.35	34.397	undefined	undefined
199.71	0.23035	1185.3	0.00084370	1.1358	1.1444	5.9324	41.378	76.430	1038.2	-0.23219	undefined	undefined	0.020188	6.4071	0.15608	15.263	16.845	84.549	27.637	38.302	217.41	34.290	undefined	undefined
199.92	0.23280	1184.6	0.00084416	1.1520	1.1606	6.0132	41.368	76.446	1036.8	-0.23165	undefined	undefined	0.020138	6.4707	0.15454	15.267	16.850	84.490	27.665	38.349	217.46	34.184	undefined	undefined
200.14	0.23527	1184.0	0.00084463	1.1681	1.1769	6.0940	41.359	76.462	1035.5	-0.23111	undefined	undefined	0.020089	6.5349	0.15303	15.270	16.855	84.431	27.692	38.395	217.51	34.078	undefined	undefined
200.35	0.23776	1183.3	0.00084509	1.1843	1.1931	6.1747	41.350	76.478	1034.1	-0.23058	undefined	undefined	0.020040	6.5995	0.15153	15.274	16.860	84.372	27.720	38.442	217.56	33.973	undefined	undefined
200.56	0.24027	1182.6	0.00084556	1.2005	1.2094	6.2554	41.340	76.495	1032.8	-0.23003	undefined	undefined	0.019991	6.6646	0.15005	15.278	16.865	84.314	27.747	38.489	217.62	33.868	undefined	undefined
200.77	0.24280	1182.0	0.00084603	1.2166	1.2257	6.3359	41.331	76.512	1031.4	-0.22949	undefined	undefined	0.019942	6.7303	0.14858	15.282	16.870	84.255	27.775	38.536	217.67	33.763	undefined	undefined
200.98	0.24535	1181.3	0.00084650	1.2328	1.2419	6.4164	41.322	76.528	1030.1	-0.22894	undefined	undefined	0.019893	6.7964	0.14714	15.286	16.875	84.197	27.802	38.583	217.72	33.659	undefined	undefined
201.20	0.24792	1180.7	0.00084697	1.2490	1.2582	6.4969	41.313	76.545	1028.7	-0.22839	undefined	undefined	0.019844	6.8630	0.14571	15.289	16.879	84.138	27.830	38.630	217.77	33.555	undefined	undefined
201.41	0.25051	1180.0	0.00084744	1.2651	1.2745	6.5772	41.304	76.562	1027.3	-0.22783	undefined	undefined	0.019796	6.9301	0.14430	15.293	16.884	84.080	27.858	38.678	217.82	33.452	undefined	undefined
201.62	0.25312	1179.4	0.00084791	1.2813	1.2907	6.6575	41.295	76.580	1026.0	-0.22728	undefined	undefined	0.019747	6.9977	0.14290	15.297	16.889	84.022	27.885	38.725	217.87	33.349	undefined	undefined
201.83	0.25576	1178.7	0.00084839	1.2975	1.3070	6.7378	41.286	76.597	1024.6	-0.22672	undefined	undefined	0.019698	7.0659	0.14153	15.301	16.894	83.964	27.913	38.773	217.92	33.246	undefined	undefined
202.04	0.25841	1178.1	0.00084886	1.3137	1.3233	6.8179	41.277	76.615	1023.3	-0.22615	undefined	undefined	0.019649	7.1345	0.14016	15.305	16.899	83.907	27.941	38.821	217.97	33.144	undefined	undefined
202.26	0.26109	1177.4	0.00084933	1.3298	1.3396	6.8980	41.268	76.632	1022.0	-0.22559	undefined	undefined	0.019600	7.2036	0.13882	15.308	16.903	83.849	27.969	38.869	218.02	33.043	undefined	undefined
202.47	0.26378	1176.7	0.00084981	1.3460	1.3559	6.9780	41.259	76.650	1020.6	-0.22502	undefined	undefined	0.019551	7.2733	0.13749	15.312	16.908	83.792	27.996	38.917	218.07	32.941	undefined	undefined
202.68	0.26650	1176.1	0.00085029	1.3622	1.3722	7.0580	41.250	76.668	1019.3	-0.22445	undefined	undefined	0.019503	7.3435	0.13618	15.316	16.913	83.734	28.024	38.966	218.12	32.841	undefined	undefined
202.89	0.26924	1175.4	0.00085076	1.3784	1.3885	7.1378	41.241	76.686	1017.9	-0.22387	undefined	undefined	0.019454	7.4142	0.13488	15.319	16.918	83.677	28.052	39.014	218.16	32.740	undefined	undefined
203.10	0.27200	1174.8	0.00085124	1.3946	1.4048	7.2177	41.232	76.705	1016.6	-0.22329	undefined	undefined	0.019405	7.4854	0.13359	15.323	16.923	83.620	28.080	39.063	218.21	32.640	undefined	undefined
203.32	0.27479	1174.1	0.00085172	1.4108	1.4211	7.2974	41.224	76.723	1015.2	-0.22271	undefined	undefined	0.019356	7.5571	0.13233	15.327	16.927	83.564	28.108	39.112	218.26	32.541	undefined	undefined
203.53	0.27759	1173.4	0.00085220	1.4270	1.4374	7.3771	41.215	76.742	1013.9	-0.22213	undefined	undefined	0.019308	7.6294	0.13107	15.331	16.932	83.507	28.136	39.161	218.31	32.442	undefined	undefined
203.74	0.28042	1172.8	0.00085268	1.4432	1.4537	7.4567	41.206	76.761	1012.5	-0.22154	undefined	undefined	0.019259	7.7022	0.12983	15.334	16.937	83.450	28.164	39.210	218.35	32.343	undefined	undefined
203.95	0.28327	1172.1	0.00085316	1.4594	1.4701	7.5362	41.198	76.780	1011.2	-0.22095	undefined	undefined	0.019210	7.7756	0.12861	15.338	16.941	83.394	28.192	39.260	218.40	32.245	undefined	undefined
204.16	0.28614	1171.4	0.00085365	1.4756	1.4864	7.6157	41.189	76.799	1009.8	-0.22035	undefined	undefined	0.019162	7.8494	0.12740	15.342	16.946	83.338	28.220	39.309	218.44	32.147	undefined	undefined
204.38	0.28903	1170.8	0.00085413	1.4919	1.5027	7.6951	41.180	76.818	1008.5	-0.21976	undefined	undefined	0.019113	7.9239	0.12620	15.345	16.951	83.282	28.248	39.359	218.49	32.049	undefined	undefined
204.59	0.29195	1170.1	0.00085461	1.5081	1.5191	7.7745	41.172	76.837	1007.1	-0.21916	undefined	undefined	0.019065	7.9988	0.12502	15.349	16.955	83.226	28.277	39.408	218.53	31.952	undefined	undefined
204.80	0.29488	1169.5	0.00085510	1.5243	1.5354	7.8538	41.163	76.857	1005.8	-0.21855	undefined	undefined	0.019016	8.0743	0.12385	15.353	16.960	83.170	28.305	39.458	218.58	31.855	undefined	undefined
205.01	0.29784	1168.8	0.00085559	1.5405	1.5517	7.9330	41.155	76.877	1004.4	-0.21795	undefined	undefined	0.018968	8.1504	0.12269	15.356	16.965	83.114	28.333	39.509	218.62	31.759	undefined	undefined
205.22	0.30083	1168.1	0.00085607	1.5568	1.5681	8.0121	41.147	76.896	1003.1	-0.21734	undefined	undefined	0.018919	8.2270	0.12155	15.360	16.969	83.059	28.361	39.559	218.67	31.663	undefined	undefined
205.44	0.30383	1167.5	0.00085656	1.5730	1.5844	8.0912	41.138	76.917	1001.7	-0.21672	undefined	undefined	0.018871	8.3041	0.12042	15.364	16.974	83.003	28.390	39.609	218.71	31.568	undefined	undefined
205.65	0.30686	1166.8	0.00085705	1.5892	1.6008	8.1703	41.130	76.937	1000.4	-0.21611	undefined	undefined	0.018822	8.3818	0.11931	15.367	16.979	82.948	28.418	39.660	218.76	31.472	undefined	undefined
205.86	0.30992	1166.1	0.00085754	1.6055	1.6172	8.2492	41.122	76.957	999.02	-0.21549	undefined	undefined	0.018774	8.4601	0.11820	15.371	16.983	82.893	28.446	39.711	218.80	31.378	undefined	undefined
206.07	0.31299	1165.5	0.00085803	1.6217	1.6335	8.3281	41.113	76.978	997.67	-0.21487	undefined	undefined	0.018726	8.5389	0.11711	15.375	16.988	82.838	28.475	39.762	218.84	31.283	undefined	undefined
206.28	0.31609	1164.8	0.00085853	1.6380	1.6499	8.4070	41.105	76.998	996.32	-0.21424	undefined	undefined	0.018677	8.6183	0.11603	15.378	16.992	82.783	28.503	39.813	218.88	31.190	undefined	undefined
206.50	0.31921	1164.1	0.00085902	1.6542	1.6663	8.4857	41.097	77.019	994.97	-0.21361	undefined	undefined	0.018629	8.6982	0.11497	15.382	16.997	82.728	28.532	39.864	218.92	31.096	undefined	undefined
206.71	0.32236	1163.4	0.00085951	1.6705	1.6827	8.5644	41.089	77.040	993.63	-0.21298	undefined	undefined	0.018581	8.7788	0.11391	15.385	17.002	82.673	28.560	39.916	218.97	31.003	undefined	undefined
206.92	0.32553	1162.8	0.00086001	1.6867	1.6990	8.6431	41.081	77.061	992.28	-0.21234	undefined	undefined	0.018532	8.8598	0.11287	15.389	17.006	82.619	28.588	39.967	219.01	30.910	undefined	undefined
207.13	0.32872	1162.1	0.00086051	1.7030	1.7154	8.7217	41.072	77.083	990.93	-0.21170	undefined	undefined	0.018484	8.9415	0.11184	15.393	17.011	82.565	28.617	40.019	219.05	30.818	undefined	undefined
207.34	0.33194	1161.4	0.00086100	1.7192	1.7318	8.8002	41.064	77.104	989.58	-0.21106	undefined	undefined	0.018436	9.0238	0.11082	15.396	17.015	82.510	28.646	40.071	219.09	30.726	undefined	undefined
207.56	0.33518	1160.8	0.00086150	1.7355	1.7482	8.8787	41.056	77.126	988.24	-0.21041	undefined	undefined	0.018388	9.1066	0.10981	15.400	17.020	82.456	28.674	40.123	219.13	30.634	undefined	undefined
